invoice_date,invoice_no,customer_id,gender,age,shopping_mall,category,quantity,price,payment_method,Sales amount
10-02-2021,I100211,C239527,Female,59,Metrocity,Clothing,2,600.16,Debit Card,1200.32
31-08-2021,I100212,C282695,Female,60,Kanyon,Souvenir,3,35.19,Credit Card,105.57
06-03-2022,I100214,C989972,Female,42,Istinye Park,Clothing,3,900.24,Cash,2700.7200000000003
12-04-2021,I100215,C198589,Male,27,Mall of Istanbul,Shoes,3,1800.51,Debit Card,5401.53
09-03-2022,I100216,C145243,Male,27,Mall of Istanbul,Cosmetics,1,40.66,Cash,40.66
15-10-2022,I100218,C205490,Male,37,Kanyon,Food & Beverage,1,5.23,Cash,5.23
26-05-2021,I100220,C122251,Male,25,Mall of Istanbul,Clothing,5,1500.4,Cash,7502.0
21-11-2022,I100223,C212702,Female,45,Metrocity,Shoes,5,3000.85,Credit Card,15004.25
12-10-2022,I100225,C128382,Male,44,Istinye Park,Cosmetics,3,121.98,Credit Card,365.94
13-05-2022,I100227,C364271,Female,67,Metrocity,Toys,3,107.52,Cash,322.56
21-02-2023,I100228,C248381,Male,42,Mall of Istanbul,Clothing,2,600.16,Cash,1200.32
28-02-2023,I100229,C397160,Male,27,Mall of Istanbul,Cosmetics,4,162.64,Debit Card,650.56
19-07-2021,I100231,C274640,Female,67,Metropol AVM,Technology,1,1050.0,Debit Card,1050.0
20-10-2022,I100240,C240922,Female,22,Cevahir AVM,Cosmetics,3,121.98,Credit Card,365.94
12-01-2023,I100243,C332855,Female,42,Kanyon,Clothing,1,300.08,Cash,300.08
19-12-2022,I100249,C209647,Male,40,Kanyon,Clothing,5,1500.4,Credit Card,7502.0
29-05-2022,I100251,C228482,Female,36,Metropol AVM,Souvenir,4,46.92,Cash,187.68
03-03-2023,I100261,C315632,Female,41,Mall of Istanbul,Cosmetics,2,81.32,Credit Card,162.64
11-12-2022,I100267,C299948,Female,57,Kanyon,Cosmetics,4,162.64,Debit Card,650.56
13-02-2021,I100271,C892772,Male,37,Metrocity,Toys,4,143.36,Debit Card,573.44
10-05-2021,I100273,C291963,Female,67,Cevahir AVM,Toys,5,179.2,Cash,896.0
28-06-2021,I100281,C711548,Male,39,Kanyon,Toys,1,35.84,Debit Card,35.84
30-07-2022,I100282,C836957,Male,45,Viaport Outlet,Clothing,3,900.24,Cash,2700.7200000000003
13-08-2022,I100284,C174674,Female,66,Kanyon,Clothing,2,600.16,Credit Card,1200.32
13-02-2022,I100288,C435081,Female,33,Kanyon,Food & Beverage,3,15.69,Credit Card,47.07
24-12-2021,I100290,C118172,Male,45,Mall of Istanbul,Cosmetics,3,121.98,Credit Card,365.94
03-08-2021,I100291,C832260,Male,18,Istinye Park,Clothing,5,1500.4,Debit Card,7502.0
16-08-2022,I100292,C721616,Female,21,Mall of Istanbul,Clothing,2,600.16,Cash,1200.32
28-11-2022,I100293,C991830,Female,28,Kanyon,Food & Beverage,3,15.69,Cash,47.07
12-12-2022,I100294,C277127,Male,52,Istinye Park,Food & Beverage,3,15.69,Cash,47.07
30-09-2022,I100299,C179079,Male,19,Mall of Istanbul,Clothing,5,1500.4,Cash,7502.0
20-08-2021,I100301,C553904,Female,20,Mall of Istanbul,Clothing,4,1200.32,Credit Card,4801.28
24-01-2022,I100307,C887007,Female,58,Kanyon,Clothing,3,900.24,Credit Card,2700.7200000000003
11-07-2022,I100308,C104593,Male,18,Mall of Istanbul,Food & Beverage,1,5.23,Cash,5.23
22-04-2022,I100310,C183161,Female,46,Mall of Istanbul,Cosmetics,4,162.64,Cash,650.56
20-04-2022,I100311,C115462,Female,55,Zorlu Center,Clothing,4,1200.32,Cash,4801.28
29-10-2022,I100312,C280934,Male,34,Emaar Square Mall,Food & Beverage,2,10.46,Credit Card,20.92
17-11-2022,I100313,C144410,Female,64,Metrocity,Cosmetics,4,162.64,Cash,650.56
04-08-2021,I100315,C242277,Female,30,Emaar Square Mall,Cosmetics,3,121.98,Debit Card,365.94
13-12-2022,I100316,C248553,Male,40,Cevahir AVM,Shoes,2,1200.34,Cash,2400.68
10-10-2022,I100320,C152872,Female,21,Emaar Square Mall,Clothing,2,600.16,Cash,1200.32
23-05-2022,I100321,C113910,Female,59,Forum Istanbul,Toys,2,71.68,Credit Card,143.36
19-05-2022,I100323,C107529,Male,66,Kanyon,Cosmetics,3,121.98,Debit Card,365.94
30-12-2022,I100324,C288166,Female,61,Metropol AVM,Clothing,5,1500.4,Debit Card,7502.0
22-04-2022,I100328,C152052,Female,69,Kanyon,Food & Beverage,3,15.69,Credit Card,47.07
15-07-2022,I100330,C453598,Male,26,Metrocity,Cosmetics,5,203.3,Credit Card,1016.5
01-08-2022,I100336,C202040,Female,39,Metropol AVM,Food & Beverage,1,5.23,Cash,5.23
29-06-2022,I100338,C779694,Male,62,Viaport Outlet,Food & Beverage,2,10.46,Cash,20.92
24-08-2021,I100354,C135028,Male,22,Metropol AVM,Technology,1,1050.0,Credit Card,1050.0
25-10-2022,I100355,C189409,Female,57,Kanyon,Clothing,5,1500.4,Cash,7502.0
02-05-2021,I100357,C494452,Female,23,Forum Istanbul,Cosmetics,3,121.98,Debit Card,365.94
22-09-2021,I100358,C339237,Female,21,Metrocity,Cosmetics,5,203.3,Cash,1016.5
29-06-2021,I100361,C224357,Female,26,Viaport Outlet,Food & Beverage,5,26.15,Cash,130.75
15-04-2021,I100364,C231500,Female,54,Zorlu Center,Clothing,2,600.16,Debit Card,1200.32
19-05-2021,I100365,C624809,Female,47,Emaar Square Mall,Clothing,5,1500.4,Credit Card,7502.0
05-07-2021,I100366,C296054,Female,69,Cevahir AVM,Clothing,1,300.08,Debit Card,300.08
22-11-2021,I100367,C268495,Male,61,Kanyon,Food & Beverage,5,26.15,Cash,130.75
17-01-2022,I100368,C168429,Female,63,Kanyon,Food & Beverage,1,5.23,Credit Card,5.23
23-12-2021,I100377,C272529,Female,62,Metrocity,Toys,3,107.52,Debit Card,322.56
02-12-2022,I100381,C243648,Female,36,Forum Istanbul,Clothing,2,600.16,Cash,1200.32
16-05-2021,I100387,C234074,Female,21,Mall of Istanbul,Food & Beverage,2,10.46,Cash,20.92
24-09-2021,I100397,C262466,Female,34,Forum Istanbul,Cosmetics,1,40.66,Debit Card,40.66
01-02-2022,I100399,C250107,Female,46,Mall of Istanbul,Food & Beverage,5,26.15,Cash,130.75
16-01-2021,I100400,C271625,Female,62,Metrocity,Shoes,4,2400.68,Credit Card,9602.72
06-03-2023,I100401,C291610,Female,34,Cevahir AVM,Shoes,3,1800.51,Credit Card,5401.53
03-11-2021,I100404,C116794,Female,64,Mall of Istanbul,Cosmetics,1,40.66,Credit Card,40.66
16-06-2021,I100406,C146640,Male,62,Kanyon,Cosmetics,3,121.98,Credit Card,365.94
09-08-2021,I100408,C128638,Female,37,Kanyon,Toys,3,107.52,Cash,322.56
18-09-2022,I100412,C313809,Female,35,Metrocity,Food & Beverage,2,10.46,Credit Card,20.92
10-01-2023,I100414,C233655,Male,56,Mall of Istanbul,Souvenir,2,23.46,Debit Card,46.92
17-07-2022,I100417,C310007,Female,46,Mall of Istanbul,Clothing,3,900.24,Cash,2700.7200000000003
21-04-2022,I100419,C937473,Male,53,Mall of Istanbul,Souvenir,2,23.46,Credit Card,46.92
06-07-2021,I100420,C261035,Female,69,Viaport Outlet,Cosmetics,3,121.98,Credit Card,365.94
22-04-2021,I100423,C664680,Female,33,Metrocity,Food & Beverage,4,20.92,Debit Card,83.68
29-08-2021,I100425,C386315,Female,52,Metropol AVM,Cosmetics,1,40.66,Cash,40.66
24-12-2022,I100426,C133701,Female,47,Istinye Park,Cosmetics,3,121.98,Cash,365.94
14-07-2021,I100434,C295965,Male,61,Mall of Istanbul,Cosmetics,4,162.64,Cash,650.56
02-03-2023,I100439,C224698,Male,26,Metropol AVM,Shoes,5,3000.85,Credit Card,15004.25
09-09-2022,I100441,C202089,Female,43,Istinye Park,Cosmetics,3,121.98,Cash,365.94
16-04-2021,I100443,C826051,Female,30,Istinye Park,Souvenir,4,46.92,Debit Card,187.68
02-11-2021,I100445,C307576,Female,18,Istinye Park,Clothing,1,300.08,Debit Card,300.08
24-02-2023,I100454,C851133,Female,40,Istinye Park,Toys,3,107.52,Debit Card,322.56
04-09-2022,I100455,C191387,Female,56,Metropol AVM,Souvenir,5,58.65,Cash,293.25
12-04-2022,I100458,C150447,Female,19,Metrocity,Toys,2,71.68,Credit Card,143.36
18-09-2021,I100459,C194835,Female,37,Metrocity,Clothing,3,900.24,Debit Card,2700.7200000000003
04-01-2021,I100462,C363980,Female,46,Metropol AVM,Souvenir,5,58.65,Cash,293.25
01-05-2021,I100464,C129826,Male,44,Mall of Istanbul,Clothing,2,600.16,Debit Card,1200.32
14-01-2022,I100465,C211946,Female,57,Mall of Istanbul,Clothing,1,300.08,Cash,300.08
30-09-2021,I100466,C235798,Male,30,Forum Istanbul,Clothing,4,1200.32,Debit Card,4801.28
08-11-2021,I100470,C219411,Female,32,Istinye Park,Shoes,1,600.17,Credit Card,600.17
01-09-2021,I100472,C176862,Male,43,Mall of Istanbul,Cosmetics,1,40.66,Cash,40.66
01-01-2021,I100473,C607315,Female,51,Mall of Istanbul,Books,5,75.75,Debit Card,378.75
26-01-2021,I100484,C135857,Male,50,Mall of Istanbul,Clothing,1,300.08,Debit Card,300.08
19-02-2021,I100487,C213360,Female,22,Kanyon,Cosmetics,4,162.64,Cash,650.56
29-03-2021,I100491,C212593,Male,57,Kanyon,Shoes,4,2400.68,Credit Card,9602.72
19-12-2021,I100494,C227575,Male,56,Metrocity,Toys,3,107.52,Debit Card,322.56
26-11-2021,I100496,C174558,Female,51,Metrocity,Clothing,2,600.16,Cash,1200.32
03-02-2023,I100498,C498727,Female,63,Cevahir AVM,Technology,5,5250.0,Cash,26250.0
09-05-2021,I100499,C114407,Male,45,Cevahir AVM,Clothing,5,1500.4,Cash,7502.0
31-08-2021,I100501,C338282,Female,18,Metrocity,Technology,1,1050.0,Debit Card,1050.0
10-10-2021,I100502,C238358,Male,28,Mall of Istanbul,Toys,1,35.84,Credit Card,35.84
31-03-2021,I100504,C703075,Female,59,Mall of Istanbul,Shoes,2,1200.34,Cash,2400.68
24-03-2021,I100508,C249896,Female,20,Viaport Outlet,Clothing,3,900.24,Debit Card,2700.7200000000003
13-04-2022,I100512,C208841,Male,36,Kanyon,Food & Beverage,3,15.69,Debit Card,47.07
25-01-2021,I100519,C233898,Male,49,Kanyon,Clothing,4,1200.32,Credit Card,4801.28
06-11-2021,I100522,C100218,Male,26,Kanyon,Clothing,5,1500.4,Cash,7502.0
17-08-2022,I100526,C356129,Male,35,Mall of Istanbul,Cosmetics,3,121.98,Debit Card,365.94
26-06-2022,I100527,C274542,Male,54,Metrocity,Clothing,1,300.08,Cash,300.08
05-04-2022,I100537,C392460,Female,62,Kanyon,Souvenir,3,35.19,Debit Card,105.57
19-01-2022,I100538,C312561,Female,65,Istinye Park,Clothing,3,900.24,Cash,2700.7200000000003
14-06-2022,I100540,C641482,Female,35,Metrocity,Clothing,2,600.16,Credit Card,1200.32
10-05-2021,I100541,C155234,Female,65,Istinye Park,Souvenir,2,23.46,Cash,46.92
05-06-2021,I100542,C273404,Male,23,Istinye Park,Souvenir,3,35.19,Credit Card,105.57
05-03-2022,I100543,C193964,Female,52,Mall of Istanbul,Food & Beverage,2,10.46,Cash,20.92
07-08-2021,I100547,C173500,Male,49,Mall of Istanbul,Food & Beverage,1,5.23,Credit Card,5.23
22-11-2022,I100550,C123577,Female,38,Cevahir AVM,Souvenir,5,58.65,Cash,293.25
09-11-2021,I100552,C213606,Female,30,Metropol AVM,Food & Beverage,3,15.69,Credit Card,47.07
10-09-2022,I100555,C701082,Female,44,Kanyon,Clothing,3,900.24,Cash,2700.7200000000003
25-05-2021,I100558,C209906,Male,27,Istinye Park,Cosmetics,3,121.98,Credit Card,365.94
29-08-2021,I100561,C255643,Female,26,Cevahir AVM,Clothing,4,1200.32,Debit Card,4801.28
17-09-2022,I100565,C833577,Male,42,Metropol AVM,Clothing,5,1500.4,Cash,7502.0
10-10-2022,I100566,C266257,Male,21,Metrocity,Clothing,2,600.16,Cash,1200.32
03-01-2021,I100567,C272165,Male,18,Mall of Istanbul,Toys,5,179.2,Credit Card,896.0
07-01-2023,I100571,C668914,Male,66,Zorlu Center,Clothing,1,300.08,Debit Card,300.08
30-07-2021,I100572,C245347,Female,67,Istinye Park,Clothing,1,300.08,Cash,300.08
28-02-2023,I100578,C108143,Female,67,Zorlu Center,Shoes,4,2400.68,Cash,9602.72
24-09-2022,I100579,C260481,Female,36,Kanyon,Food & Beverage,3,15.69,Credit Card,47.07
14-09-2022,I100580,C131158,Female,68,Cevahir AVM,Toys,3,107.52,Cash,322.56
02-11-2021,I100582,C638859,Female,66,Istinye Park,Clothing,2,600.16,Cash,1200.32
18-03-2022,I100586,C580838,Female,62,Istinye Park,Clothing,2,600.16,Credit Card,1200.32
20-02-2022,I100591,C881158,Male,23,Metrocity,Toys,1,35.84,Credit Card,35.84
11-06-2021,I100593,C240318,Male,23,Mall of Istanbul,Technology,2,2100.0,Cash,4200.0
24-11-2021,I100599,C114161,Male,27,Mall of Istanbul,Shoes,2,1200.34,Credit Card,2400.68
09-06-2022,I100601,C180415,Male,49,Mall of Istanbul,Toys,4,143.36,Cash,573.44
27-11-2021,I100607,C315778,Male,60,Kanyon,Clothing,5,1500.4,Debit Card,7502.0
06-04-2022,I100610,C122598,Male,64,Mall of Istanbul,Books,5,75.75,Debit Card,378.75
21-03-2022,I100611,C234086,Male,55,Metropol AVM,Toys,3,107.52,Cash,322.56
11-07-2021,I100614,C261517,Female,41,Cevahir AVM,Cosmetics,5,203.3,Cash,1016.5
12-05-2022,I100615,C197426,Female,57,Mall of Istanbul,Clothing,5,1500.4,Cash,7502.0
06-07-2022,I100617,C745941,Male,56,Zorlu Center,Books,5,75.75,Cash,378.75
04-03-2021,I100618,C911820,Male,23,Metrocity,Books,2,30.3,Credit Card,60.6
18-01-2023,I100622,C306817,Female,45,Kanyon,Clothing,3,900.24,Credit Card,2700.7200000000003
05-03-2021,I100624,C552809,Female,26,Metrocity,Clothing,5,1500.4,Debit Card,7502.0
10-12-2022,I100627,C132581,Male,54,Metrocity,Books,3,45.45,Debit Card,136.35000000000002
09-04-2022,I100628,C135129,Male,25,Viaport Outlet,Clothing,1,300.08,Cash,300.08
02-04-2022,I100630,C753708,Female,66,Kanyon,Food & Beverage,4,20.92,Debit Card,83.68
23-05-2022,I100634,C461631,Female,22,Kanyon,Clothing,5,1500.4,Cash,7502.0
03-06-2021,I100635,C289537,Female,69,Metropol AVM,Clothing,4,1200.32,Debit Card,4801.28
02-05-2022,I100639,C231484,Male,65,Metrocity,Technology,4,4200.0,Credit Card,16800.0
15-09-2021,I100651,C180588,Female,41,Metropol AVM,Cosmetics,2,81.32,Credit Card,162.64
17-01-2023,I100652,C214732,Female,67,Cevahir AVM,Clothing,2,600.16,Credit Card,1200.32
18-02-2023,I100656,C337441,Female,54,Metropol AVM,Cosmetics,2,81.32,Cash,162.64
14-07-2021,I100659,C562791,Male,27,Emaar Square Mall,Souvenir,3,35.19,Cash,105.57
26-09-2021,I100663,C322131,Female,41,Mall of Istanbul,Food & Beverage,5,26.15,Cash,130.75
19-10-2021,I100664,C603641,Male,62,Mall of Istanbul,Clothing,2,600.16,Debit Card,1200.32
02-04-2022,I100666,C996052,Female,62,Metrocity,Books,2,30.3,Cash,60.6
03-05-2021,I100671,C284324,Male,28,Metrocity,Clothing,1,300.08,Cash,300.08
22-03-2021,I100682,C134970,Male,58,Istinye Park,Toys,4,143.36,Cash,573.44
11-08-2021,I100684,C175424,Male,30,Emaar Square Mall,Cosmetics,5,203.3,Credit Card,1016.5
24-05-2021,I100685,C263059,Male,60,Forum Istanbul,Souvenir,2,23.46,Debit Card,46.92
26-04-2022,I100691,C116434,Female,35,Viaport Outlet,Clothing,2,600.16,Cash,1200.32
27-11-2022,I100694,C318405,Female,62,Kanyon,Food & Beverage,4,20.92,Cash,83.68
12-07-2021,I100696,C131827,Male,44,Metrocity,Clothing,2,600.16,Cash,1200.32
19-12-2021,I100697,C159194,Female,31,Kanyon,Clothing,4,1200.32,Cash,4801.28
07-03-2021,I100699,C844692,Male,44,Mall of Istanbul,Books,1,15.15,Credit Card,15.15
24-10-2021,I100700,C831975,Female,60,Viaport Outlet,Clothing,4,1200.32,Credit Card,4801.28
08-08-2022,I100703,C263996,Male,36,Metrocity,Clothing,2,600.16,Cash,1200.32
30-04-2021,I100704,C864065,Male,24,Mall of Istanbul,Technology,2,2100.0,Debit Card,4200.0
18-08-2021,I100709,C156430,Female,40,Mall of Istanbul,Clothing,3,900.24,Debit Card,2700.7200000000003
17-07-2022,I100719,C193403,Male,69,Zorlu Center,Toys,2,71.68,Cash,143.36
02-05-2022,I100721,C993556,Female,51,Kanyon,Clothing,2,600.16,Debit Card,1200.32
08-02-2021,I100723,C150582,Female,38,Mall of Istanbul,Toys,1,35.84,Debit Card,35.84
29-12-2022,I100731,C868764,Female,28,Emaar Square Mall,Books,1,15.15,Debit Card,15.15
28-02-2022,I100733,C932952,Female,42,Kanyon,Books,1,15.15,Cash,15.15
02-02-2022,I100735,C107829,Female,44,Metropol AVM,Souvenir,4,46.92,Debit Card,187.68
31-03-2022,I100738,C155129,Male,20,Kanyon,Clothing,2,600.16,Debit Card,1200.32
05-01-2021,I100741,C828874,Male,41,Cevahir AVM,Cosmetics,5,203.3,Debit Card,1016.5
05-04-2022,I100742,C422142,Female,58,Metropol AVM,Food & Beverage,3,15.69,Credit Card,47.07
31-03-2022,I100744,C146601,Female,50,Kanyon,Clothing,4,1200.32,Cash,4801.28
04-03-2021,I100749,C272878,Female,52,Metrocity,Toys,2,71.68,Cash,143.36
17-02-2023,I100756,C771102,Male,31,Mall of Istanbul,Clothing,1,300.08,Cash,300.08
19-01-2021,I100760,C800785,Female,18,Mall of Istanbul,Books,4,60.6,Credit Card,242.4
11-01-2023,I100762,C183883,Female,49,Zorlu Center,Clothing,1,300.08,Debit Card,300.08
10-07-2022,I100763,C264447,Female,35,Cevahir AVM,Cosmetics,4,162.64,Cash,650.56
07-02-2023,I100764,C564073,Male,54,Istinye Park,Cosmetics,3,121.98,Credit Card,365.94
28-05-2022,I100768,C223065,Female,49,Kanyon,Cosmetics,3,121.98,Cash,365.94
10-04-2021,I100770,C140792,Female,61,Metropol AVM,Toys,5,179.2,Credit Card,896.0
07-03-2022,I100771,C235228,Female,23,Istinye Park,Food & Beverage,3,15.69,Credit Card,47.07
02-04-2021,I100775,C981100,Male,23,Metropol AVM,Cosmetics,5,203.3,Cash,1016.5
29-10-2021,I100777,C303252,Female,38,Kanyon,Toys,3,107.52,Credit Card,322.56
06-04-2021,I100780,C191396,Female,62,Mall of Istanbul,Books,3,45.45,Credit Card,136.35000000000002
11-03-2022,I100782,C582964,Male,55,Zorlu Center,Food & Beverage,3,15.69,Debit Card,47.07
11-10-2021,I100791,C289735,Female,39,Metropol AVM,Cosmetics,4,162.64,Cash,650.56
15-03-2021,I100793,C328805,Male,29,Istinye Park,Cosmetics,3,121.98,Cash,365.94
06-07-2022,I100795,C232822,Male,62,Kanyon,Books,2,30.3,Debit Card,60.6
17-10-2021,I100797,C224221,Male,23,Metropol AVM,Shoes,4,2400.68,Credit Card,9602.72
24-02-2023,I100803,C273636,Female,38,Mall of Istanbul,Books,5,75.75,Cash,378.75
24-03-2022,I100812,C208761,Female,66,Metropol AVM,Clothing,5,1500.4,Credit Card,7502.0
18-03-2022,I100813,C250804,Male,63,Emaar Square Mall,Clothing,2,600.16,Cash,1200.32
12-08-2022,I100814,C130818,Female,38,Mall of Istanbul,Books,3,45.45,Credit Card,136.35000000000002
19-04-2022,I100815,C222582,Male,50,Kanyon,Toys,4,143.36,Cash,573.44
08-01-2021,I100818,C151068,Female,21,Mall of Istanbul,Food & Beverage,3,15.69,Cash,47.07
26-12-2021,I100820,C180870,Male,20,Metrocity,Food & Beverage,2,10.46,Cash,20.92
15-11-2021,I100822,C336505,Male,55,Zorlu Center,Cosmetics,1,40.66,Cash,40.66
30-07-2021,I100829,C115788,Male,32,Istinye Park,Souvenir,5,58.65,Credit Card,293.25
27-08-2022,I100835,C259176,Female,43,Viaport Outlet,Clothing,5,1500.4,Debit Card,7502.0
12-01-2023,I100837,C827434,Male,65,Cevahir AVM,Clothing,1,300.08,Cash,300.08
08-06-2021,I100842,C143467,Female,45,Forum Istanbul,Food & Beverage,5,26.15,Credit Card,130.75
17-01-2022,I100843,C170564,Female,54,Metropol AVM,Clothing,4,1200.32,Debit Card,4801.28
10-09-2022,I100851,C256797,Female,32,Istinye Park,Cosmetics,1,40.66,Credit Card,40.66
25-06-2021,I100855,C125109,Female,63,Emaar Square Mall,Clothing,3,900.24,Credit Card,2700.7200000000003
09-06-2022,I100856,C475330,Male,44,Metropol AVM,Food & Beverage,3,15.69,Cash,47.07
24-12-2022,I100861,C281937,Female,49,Viaport Outlet,Cosmetics,2,81.32,Cash,162.64
04-01-2023,I100863,C302400,Male,35,Emaar Square Mall,Food & Beverage,2,10.46,Cash,20.92
