invoice_date,invoice_no,customer_id,gender,age,shopping_mall,category,quantity,price,payment_method,Sales amount
07-01-2021,I324181,C108048,Female,59,Emaar Square Mall,Books,1,15.15,Credit Card,15.15
01-02-2023,I324184,C828504,Male,45,Kanyon,Clothing,5,1500.4,Cash,7502.0
01-10-2022,I324192,C131454,Male,41,Forum Istanbul,Souvenir,5,58.65,Credit Card,293.25
09-11-2021,I324195,C327239,Female,42,Mall of Istanbul,Food & Beverage,4,20.92,Credit Card,83.68
09-10-2022,I324199,C196279,Male,39,Metrocity,Toys,3,107.52,Cash,322.56
23-04-2021,I324202,C102554,Male,35,Viaport Outlet,Food & Beverage,5,26.15,Credit Card,130.75
09-04-2022,I324203,C330112,Female,68,Metropol AVM,Clothing,3,900.24,Credit Card,2700.7200000000003
14-12-2022,I324204,C153020,Male,45,Metropol AVM,Cosmetics,5,203.3,Cash,1016.5
01-10-2021,I324211,C537653,Male,39,Metropol AVM,Clothing,3,900.24,Cash,2700.7200000000003
14-02-2022,I324212,C290709,Male,43,Mall of Istanbul,Souvenir,5,58.65,Credit Card,293.25
28-02-2023,I324213,C220494,Female,60,Mall of Istanbul,Clothing,1,300.08,Debit Card,300.08
01-09-2021,I324217,C347237,Female,26,Kanyon,Souvenir,4,46.92,Cash,187.68
28-05-2021,I324218,C265839,Female,22,Kanyon,Souvenir,4,46.92,Credit Card,187.68
19-05-2022,I324220,C164543,Female,44,Istinye Park,Toys,2,71.68,Cash,143.36
07-05-2022,I324223,C100718,Female,39,Metrocity,Toys,4,143.36,Cash,573.44
15-05-2021,I324227,C324087,Male,54,Metropol AVM,Clothing,4,1200.32,Credit Card,4801.28
02-04-2022,I324234,C255949,Female,37,Kanyon,Cosmetics,4,162.64,Credit Card,650.56
14-05-2022,I324236,C110408,Female,44,Kanyon,Clothing,3,900.24,Cash,2700.7200000000003
04-02-2021,I324237,C168184,Male,42,Kanyon,Clothing,4,1200.32,Cash,4801.28
03-10-2022,I324240,C213143,Female,54,Istinye Park,Clothing,1,300.08,Cash,300.08
17-02-2021,I324241,C203372,Female,62,Kanyon,Cosmetics,2,81.32,Credit Card,162.64
03-09-2022,I324246,C783752,Male,67,Metrocity,Cosmetics,5,203.3,Credit Card,1016.5
09-06-2022,I324249,C173882,Female,61,Istinye Park,Clothing,4,1200.32,Cash,4801.28
05-11-2021,I324250,C114096,Female,48,Viaport Outlet,Food & Beverage,4,20.92,Debit Card,83.68
29-09-2022,I324251,C345705,Male,26,Metrocity,Clothing,5,1500.4,Cash,7502.0
04-11-2022,I324258,C184631,Female,58,Kanyon,Shoes,3,1800.51,Debit Card,5401.53
29-11-2021,I324260,C137021,Female,37,Metropol AVM,Clothing,2,600.16,Credit Card,1200.32
26-11-2021,I324264,C768214,Male,68,Mall of Istanbul,Cosmetics,4,162.64,Credit Card,650.56
02-07-2021,I324269,C330613,Female,36,Cevahir AVM,Clothing,3,900.24,Cash,2700.7200000000003
20-02-2022,I324278,C192388,Female,68,Mall of Istanbul,Cosmetics,5,203.3,Cash,1016.5
06-10-2021,I324280,C158438,Male,69,Cevahir AVM,Clothing,5,1500.4,Debit Card,7502.0
20-09-2021,I324283,C143792,Male,43,Kanyon,Clothing,4,1200.32,Cash,4801.28
08-08-2021,I324287,C514039,Female,63,Viaport Outlet,Souvenir,1,11.73,Cash,11.73
30-08-2021,I324289,C309043,Male,53,Istinye Park,Books,4,60.6,Credit Card,242.4
17-02-2022,I324290,C308342,Female,35,Metrocity,Cosmetics,5,203.3,Debit Card,1016.5
31-08-2022,I324292,C242647,Female,34,Zorlu Center,Clothing,4,1200.32,Cash,4801.28
21-02-2022,I324293,C224718,Male,31,Kanyon,Clothing,2,600.16,Debit Card,1200.32
11-01-2022,I324296,C241876,Female,64,Kanyon,Clothing,4,1200.32,Credit Card,4801.28
11-11-2021,I324302,C306514,Female,37,Viaport Outlet,Shoes,4,2400.68,Cash,9602.72
08-03-2021,I324306,C147172,Female,45,Cevahir AVM,Food & Beverage,1,5.23,Cash,5.23
13-02-2022,I324307,C288341,Male,35,Mall of Istanbul,Shoes,3,1800.51,Credit Card,5401.53
01-09-2022,I324308,C381936,Male,67,Mall of Istanbul,Clothing,1,300.08,Debit Card,300.08
27-11-2022,I324312,C270023,Female,26,Istinye Park,Shoes,4,2400.68,Cash,9602.72
19-11-2021,I324313,C217459,Male,43,Forum Istanbul,Cosmetics,3,121.98,Credit Card,365.94
05-12-2021,I324316,C136103,Female,27,Metropol AVM,Clothing,5,1500.4,Debit Card,7502.0
27-02-2021,I324321,C106414,Female,60,Metropol AVM,Clothing,1,300.08,Credit Card,300.08
20-12-2022,I324324,C127334,Male,47,Kanyon,Clothing,5,1500.4,Credit Card,7502.0
28-05-2022,I324326,C983661,Male,67,Forum Istanbul,Toys,2,71.68,Debit Card,143.36
10-02-2023,I324335,C308193,Female,58,Viaport Outlet,Cosmetics,1,40.66,Debit Card,40.66
17-10-2022,I324338,C329980,Male,51,Zorlu Center,Clothing,3,900.24,Cash,2700.7200000000003
22-02-2021,I324339,C188155,Female,64,Emaar Square Mall,Food & Beverage,4,20.92,Cash,83.68
24-09-2021,I324341,C293793,Male,61,Kanyon,Technology,4,4200.0,Credit Card,16800.0
29-05-2022,I324342,C686686,Female,25,Kanyon,Food & Beverage,1,5.23,Cash,5.23
16-11-2021,I324343,C194084,Male,66,Forum Istanbul,Technology,3,3150.0,Debit Card,9450.0
08-04-2022,I324347,C144903,Female,40,Emaar Square Mall,Toys,2,71.68,Credit Card,143.36
12-07-2021,I324356,C100176,Male,54,Kanyon,Clothing,3,900.24,Credit Card,2700.7200000000003
11-09-2021,I324358,C296310,Male,27,Metrocity,Food & Beverage,5,26.15,Cash,130.75
20-08-2022,I324359,C190385,Male,39,Kanyon,Food & Beverage,3,15.69,Cash,47.07
12-03-2021,I324366,C414050,Male,41,Kanyon,Food & Beverage,3,15.69,Debit Card,47.07
21-08-2021,I324373,C183940,Female,60,Istinye Park,Clothing,4,1200.32,Debit Card,4801.28
20-09-2022,I324375,C843304,Male,42,Metrocity,Clothing,2,600.16,Debit Card,1200.32
07-07-2022,I324376,C340271,Male,55,Istinye Park,Clothing,2,600.16,Credit Card,1200.32
02-08-2022,I324377,C212812,Female,61,Kanyon,Clothing,5,1500.4,Cash,7502.0
28-09-2022,I324384,C327846,Female,66,Mall of Istanbul,Cosmetics,3,121.98,Debit Card,365.94
07-01-2023,I324385,C668471,Female,18,Mall of Istanbul,Books,1,15.15,Credit Card,15.15
23-01-2021,I324391,C123367,Female,66,Zorlu Center,Clothing,2,600.16,Cash,1200.32
18-07-2021,I324393,C242440,Female,69,Kanyon,Cosmetics,2,81.32,Credit Card,162.64
27-11-2022,I324399,C311101,Male,44,Istinye Park,Clothing,2,600.16,Cash,1200.32
27-05-2022,I324401,C338500,Female,24,Mall of Istanbul,Souvenir,4,46.92,Debit Card,187.68
05-05-2022,I324402,C220602,Female,22,Kanyon,Shoes,2,1200.34,Cash,2400.68
24-02-2022,I324403,C128616,Male,66,Metropol AVM,Shoes,3,1800.51,Credit Card,5401.53
05-01-2021,I324406,C333534,Female,21,Kanyon,Toys,5,179.2,Cash,896.0
17-04-2021,I324410,C302058,Female,41,Zorlu Center,Cosmetics,1,40.66,Cash,40.66
28-03-2021,I324411,C182782,Male,50,Metropol AVM,Cosmetics,5,203.3,Credit Card,1016.5
30-12-2021,I324412,C208753,Female,51,Cevahir AVM,Technology,5,5250.0,Debit Card,26250.0
06-10-2021,I324414,C643292,Female,64,Viaport Outlet,Clothing,5,1500.4,Credit Card,7502.0
24-04-2022,I324416,C141819,Female,23,Metrocity,Books,4,60.6,Credit Card,242.4
11-06-2022,I324418,C753782,Female,66,Metrocity,Food & Beverage,4,20.92,Cash,83.68
18-02-2022,I324419,C103595,Female,29,Mall of Istanbul,Clothing,2,600.16,Debit Card,1200.32
28-06-2022,I324420,C252589,Female,55,Mall of Istanbul,Clothing,3,900.24,Cash,2700.7200000000003
27-07-2021,I324422,C252494,Female,65,Istinye Park,Food & Beverage,2,10.46,Cash,20.92
18-06-2022,I324423,C323675,Male,25,Kanyon,Shoes,5,3000.85,Credit Card,15004.25
13-08-2021,I324424,C298775,Female,67,Mall of Istanbul,Toys,3,107.52,Debit Card,322.56
05-01-2023,I324426,C990074,Female,44,Kanyon,Food & Beverage,2,10.46,Cash,20.92
14-04-2022,I324433,C367270,Female,26,Mall of Istanbul,Souvenir,1,11.73,Credit Card,11.73
16-03-2021,I324435,C130529,Female,40,Kanyon,Shoes,3,1800.51,Credit Card,5401.53
09-02-2021,I324437,C258331,Male,53,Zorlu Center,Clothing,3,900.24,Cash,2700.7200000000003
29-11-2022,I324441,C570403,Female,52,Metrocity,Clothing,4,1200.32,Credit Card,4801.28
04-09-2022,I324444,C295492,Female,28,Zorlu Center,Food & Beverage,3,15.69,Cash,47.07
06-03-2023,I324451,C185924,Female,56,Metropol AVM,Technology,4,4200.0,Cash,16800.0
03-09-2021,I324456,C141806,Male,29,Metrocity,Shoes,5,3000.85,Debit Card,15004.25
27-07-2022,I324457,C697202,Female,32,Kanyon,Toys,4,143.36,Credit Card,573.44
17-05-2021,I324459,C205091,Female,37,Metrocity,Clothing,3,900.24,Cash,2700.7200000000003
01-08-2021,I324465,C179086,Female,22,Metrocity,Food & Beverage,5,26.15,Debit Card,130.75
06-09-2022,I324469,C225425,Male,22,Kanyon,Souvenir,1,11.73,Debit Card,11.73
15-01-2021,I324470,C335829,Female,43,Mall of Istanbul,Clothing,4,1200.32,Credit Card,4801.28
28-07-2021,I324472,C299417,Male,39,Metrocity,Toys,3,107.52,Cash,322.56
03-03-2021,I324474,C305629,Female,64,Forum Istanbul,Cosmetics,3,121.98,Debit Card,365.94
02-10-2022,I324475,C222385,Male,58,Istinye Park,Food & Beverage,1,5.23,Cash,5.23
10-12-2022,I324479,C240361,Male,53,Metrocity,Cosmetics,5,203.3,Credit Card,1016.5
11-10-2022,I324480,C232398,Female,43,Metrocity,Technology,2,2100.0,Credit Card,4200.0
17-08-2021,I324483,C231937,Female,55,Metrocity,Clothing,3,900.24,Cash,2700.7200000000003
24-05-2021,I324485,C927360,Male,30,Metrocity,Books,4,60.6,Cash,242.4
21-11-2021,I324488,C960254,Female,64,Cevahir AVM,Cosmetics,1,40.66,Credit Card,40.66
07-09-2022,I324492,C200911,Female,24,Cevahir AVM,Shoes,2,1200.34,Debit Card,2400.68
20-02-2023,I324494,C829678,Female,28,Metrocity,Clothing,2,600.16,Cash,1200.32
08-03-2021,I324497,C155372,Male,61,Metrocity,Toys,5,179.2,Debit Card,896.0
12-12-2022,I324503,C245078,Female,52,Istinye Park,Clothing,5,1500.4,Debit Card,7502.0
29-07-2022,I324505,C895890,Female,20,Cevahir AVM,Toys,2,71.68,Credit Card,143.36
24-08-2021,I324506,C971646,Female,68,Metrocity,Cosmetics,5,203.3,Credit Card,1016.5
31-10-2022,I324508,C226304,Male,46,Kanyon,Clothing,2,600.16,Credit Card,1200.32
03-02-2023,I324516,C261537,Male,67,Metrocity,Clothing,4,1200.32,Debit Card,4801.28
21-07-2021,I324517,C270812,Male,22,Emaar Square Mall,Clothing,2,600.16,Cash,1200.32
26-08-2022,I324518,C280321,Male,69,Kanyon,Cosmetics,5,203.3,Credit Card,1016.5
28-01-2023,I324522,C225998,Female,28,Kanyon,Toys,5,179.2,Debit Card,896.0
03-01-2022,I324523,C290497,Female,21,Metropol AVM,Toys,4,143.36,Cash,573.44
03-04-2021,I324524,C701266,Female,34,Mall of Istanbul,Food & Beverage,4,20.92,Cash,83.68
07-03-2023,I324526,C173979,Male,39,Istinye Park,Technology,4,4200.0,Credit Card,16800.0
08-01-2022,I324532,C131671,Male,68,Metrocity,Toys,4,143.36,Credit Card,573.44
04-10-2022,I324537,C937585,Female,53,Metrocity,Clothing,1,300.08,Credit Card,300.08
24-11-2021,I324539,C182512,Female,51,Cevahir AVM,Food & Beverage,1,5.23,Credit Card,5.23
10-05-2021,I324540,C269668,Female,60,Metrocity,Clothing,5,1500.4,Credit Card,7502.0
04-05-2022,I324544,C237214,Male,68,Mall of Istanbul,Clothing,2,600.16,Debit Card,1200.32
07-08-2021,I324545,C205988,Female,46,Mall of Istanbul,Clothing,4,1200.32,Cash,4801.28
11-01-2022,I324551,C504139,Male,62,Metropol AVM,Cosmetics,4,162.64,Credit Card,650.56
15-07-2021,I324552,C326372,Female,40,Metrocity,Cosmetics,4,162.64,Cash,650.56
12-12-2022,I324553,C115321,Male,57,Cevahir AVM,Cosmetics,5,203.3,Cash,1016.5
29-01-2022,I324559,C471177,Male,40,Kanyon,Clothing,4,1200.32,Cash,4801.28
04-05-2022,I324564,C222326,Male,21,Mall of Istanbul,Clothing,2,600.16,Credit Card,1200.32
18-05-2022,I324569,C111664,Female,61,Mall of Istanbul,Shoes,1,600.17,Cash,600.17
01-12-2022,I324572,C423777,Female,40,Metrocity,Cosmetics,5,203.3,Credit Card,1016.5
06-07-2022,I324577,C160419,Male,19,Istinye Park,Cosmetics,3,121.98,Cash,365.94
23-10-2022,I324578,C640700,Male,52,Viaport Outlet,Shoes,3,1800.51,Cash,5401.53
28-05-2022,I324580,C409710,Female,21,Kanyon,Books,2,30.3,Cash,60.6
07-06-2021,I324585,C109387,Female,44,Cevahir AVM,Cosmetics,1,40.66,Cash,40.66
04-03-2022,I324588,C581054,Female,46,Kanyon,Toys,4,143.36,Debit Card,573.44
30-07-2022,I324598,C591468,Male,66,Kanyon,Cosmetics,5,203.3,Credit Card,1016.5
12-11-2021,I324599,C134336,Male,21,Mall of Istanbul,Clothing,4,1200.32,Cash,4801.28
13-04-2021,I324600,C187911,Female,36,Kanyon,Toys,2,71.68,Debit Card,143.36
22-09-2022,I324602,C337353,Female,25,Emaar Square Mall,Toys,5,179.2,Cash,896.0
25-04-2022,I324603,C244519,Female,64,Emaar Square Mall,Clothing,5,1500.4,Cash,7502.0
23-12-2021,I324604,C215977,Female,29,Kanyon,Shoes,1,600.17,Credit Card,600.17
31-10-2021,I324606,C244821,Female,35,Metropol AVM,Clothing,3,900.24,Debit Card,2700.7200000000003
06-05-2022,I324607,C347794,Male,28,Viaport Outlet,Clothing,5,1500.4,Cash,7502.0
31-03-2021,I324608,C329355,Female,67,Kanyon,Clothing,2,600.16,Debit Card,1200.32
26-12-2021,I324609,C218187,Male,64,Kanyon,Shoes,4,2400.68,Cash,9602.72
15-03-2022,I324611,C336539,Male,57,Metrocity,Cosmetics,5,203.3,Credit Card,1016.5
13-04-2021,I324615,C990409,Male,63,Mall of Istanbul,Cosmetics,2,81.32,Cash,162.64
15-06-2022,I324620,C172566,Female,37,Zorlu Center,Shoes,2,1200.34,Credit Card,2400.68
23-10-2021,I324624,C262771,Female,58,Cevahir AVM,Cosmetics,3,121.98,Credit Card,365.94
17-04-2022,I324625,C789110,Female,50,Mall of Istanbul,Food & Beverage,4,20.92,Cash,83.68
25-08-2022,I324626,C147498,Male,23,Zorlu Center,Toys,2,71.68,Cash,143.36
15-09-2021,I324630,C585491,Male,54,Mall of Istanbul,Clothing,3,900.24,Debit Card,2700.7200000000003
31-08-2022,I324631,C159807,Male,64,Cevahir AVM,Toys,1,35.84,Credit Card,35.84
23-06-2021,I324632,C140384,Male,19,Metrocity,Clothing,4,1200.32,Cash,4801.28
28-02-2023,I324635,C195222,Female,21,Forum Istanbul,Cosmetics,3,121.98,Cash,365.94
15-08-2021,I324638,C483209,Male,19,Istinye Park,Books,1,15.15,Debit Card,15.15
11-01-2022,I324641,C195476,Male,44,Zorlu Center,Food & Beverage,1,5.23,Cash,5.23
05-10-2021,I324642,C222536,Male,41,Kanyon,Toys,2,71.68,Credit Card,143.36
20-08-2022,I324650,C159771,Male,52,Kanyon,Souvenir,1,11.73,Cash,11.73
23-01-2022,I324651,C325285,Female,38,Kanyon,Souvenir,2,23.46,Credit Card,46.92
07-04-2021,I324655,C183378,Male,21,Forum Istanbul,Food & Beverage,3,15.69,Cash,47.07
16-02-2021,I324656,C122686,Male,50,Mall of Istanbul,Souvenir,3,35.19,Debit Card,105.57
14-06-2021,I324658,C835820,Female,43,Metropol AVM,Toys,1,35.84,Cash,35.84
03-09-2021,I324661,C290011,Female,19,Kanyon,Shoes,3,1800.51,Credit Card,5401.53
28-08-2021,I324665,C304726,Female,18,Metrocity,Clothing,2,600.16,Debit Card,1200.32
15-01-2021,I324669,C210056,Male,37,Istinye Park,Cosmetics,1,40.66,Credit Card,40.66
14-05-2022,I324672,C168705,Female,40,Kanyon,Clothing,3,900.24,Cash,2700.7200000000003
23-04-2021,I324675,C223820,Male,58,Kanyon,Cosmetics,2,81.32,Cash,162.64
06-05-2021,I324676,C266238,Female,35,Metrocity,Clothing,3,900.24,Credit Card,2700.7200000000003
15-07-2022,I324677,C138152,Female,25,Metrocity,Cosmetics,1,40.66,Cash,40.66
03-02-2021,I324684,C724743,Female,45,Mall of Istanbul,Clothing,1,300.08,Debit Card,300.08
09-08-2021,I324689,C154311,Female,19,Istinye Park,Toys,1,35.84,Cash,35.84
30-06-2021,I324693,C145088,Male,34,Viaport Outlet,Clothing,2,600.16,Credit Card,1200.32
29-01-2022,I324697,C298008,Female,44,Viaport Outlet,Cosmetics,4,162.64,Credit Card,650.56
11-09-2022,I324705,C580091,Female,30,Mall of Istanbul,Clothing,2,600.16,Cash,1200.32
07-11-2021,I324706,C316010,Female,65,Metropol AVM,Cosmetics,1,40.66,Credit Card,40.66
05-03-2022,I324707,C174027,Male,54,Kanyon,Food & Beverage,2,10.46,Credit Card,20.92
08-01-2023,I324708,C208638,Female,48,Metrocity,Cosmetics,5,203.3,Cash,1016.5
20-07-2022,I324711,C492594,Female,30,Viaport Outlet,Clothing,1,300.08,Debit Card,300.08
11-12-2021,I324715,C295349,Male,49,Kanyon,Technology,1,1050.0,Cash,1050.0
23-08-2022,I324718,C294489,Female,58,Mall of Istanbul,Food & Beverage,4,20.92,Cash,83.68
29-10-2021,I324729,C248948,Female,22,Metrocity,Cosmetics,5,203.3,Cash,1016.5
07-08-2021,I324732,C634917,Female,54,Cevahir AVM,Food & Beverage,3,15.69,Cash,47.07
19-02-2023,I324733,C220853,Male,28,Cevahir AVM,Souvenir,5,58.65,Cash,293.25
25-07-2022,I324736,C271361,Male,68,Kanyon,Clothing,3,900.24,Cash,2700.7200000000003
03-09-2022,I324738,C480221,Female,24,Mall of Istanbul,Cosmetics,5,203.3,Cash,1016.5
04-01-2023,I324740,C580162,Male,27,Istinye Park,Clothing,5,1500.4,Credit Card,7502.0
05-02-2022,I324741,C164255,Female,64,Metropol AVM,Toys,1,35.84,Credit Card,35.84
04-05-2022,I324743,C164201,Female,34,Mall of Istanbul,Technology,1,1050.0,Credit Card,1050.0
13-08-2022,I324752,C942247,Male,57,Metropol AVM,Cosmetics,3,121.98,Cash,365.94
05-03-2021,I324763,C307831,Female,48,Istinye Park,Technology,4,4200.0,Cash,16800.0
15-12-2021,I324765,C272821,Male,24,Mall of Istanbul,Technology,2,2100.0,Credit Card,4200.0
30-10-2022,I324766,C270730,Female,35,Istinye Park,Food & Beverage,5,26.15,Credit Card,130.75
21-01-2022,I324772,C153648,Female,68,Metrocity,Cosmetics,4,162.64,Credit Card,650.56
23-06-2022,I324773,C177648,Male,51,Metrocity,Clothing,3,900.24,Credit Card,2700.7200000000003
16-01-2022,I324774,C207823,Male,65,Mall of Istanbul,Cosmetics,5,203.3,Debit Card,1016.5
24-11-2022,I324782,C105127,Female,59,Istinye Park,Food & Beverage,1,5.23,Debit Card,5.23
05-04-2021,I324783,C263175,Female,30,Forum Istanbul,Food & Beverage,4,20.92,Debit Card,83.68
20-06-2021,I324785,C257960,Female,43,Metropol AVM,Toys,5,179.2,Cash,896.0
18-04-2021,I324790,C159676,Female,22,Istinye Park,Technology,3,3150.0,Cash,9450.0
24-09-2022,I324793,C697115,Male,66,Mall of Istanbul,Cosmetics,3,121.98,Credit Card,365.94
21-06-2022,I324795,C297257,Female,52,Istinye Park,Food & Beverage,2,10.46,Credit Card,20.92
11-07-2021,I324797,C215053,Male,42,Mall of Istanbul,Technology,1,1050.0,Debit Card,1050.0
12-06-2021,I324801,C176252,Female,66,Zorlu Center,Toys,5,179.2,Credit Card,896.0
07-05-2022,I324805,C300679,Male,22,Cevahir AVM,Cosmetics,2,81.32,Credit Card,162.64
15-02-2021,I324816,C413365,Female,53,Viaport Outlet,Shoes,5,3000.85,Cash,15004.25
24-01-2023,I324819,C142229,Female,61,Mall of Istanbul,Cosmetics,4,162.64,Credit Card,650.56
19-05-2022,I324823,C313124,Female,63,Mall of Istanbul,Clothing,4,1200.32,Debit Card,4801.28
03-06-2021,I324824,C218329,Female,44,Mall of Istanbul,Shoes,4,2400.68,Credit Card,9602.72
11-04-2022,I324837,C314161,Male,53,Kanyon,Clothing,5,1500.4,Cash,7502.0
14-01-2022,I324840,C363653,Female,58,Cevahir AVM,Toys,3,107.52,Debit Card,322.56
03-04-2021,I324842,C249876,Female,56,Metrocity,Cosmetics,1,40.66,Credit Card,40.66
19-02-2023,I324844,C172819,Female,67,Mall of Istanbul,Souvenir,3,35.19,Credit Card,105.57
26-09-2021,I324849,C124267,Female,34,Metropol AVM,Souvenir,5,58.65,Cash,293.25
06-09-2021,I324850,C210518,Male,45,Istinye Park,Toys,4,143.36,Cash,573.44
20-06-2022,I324851,C984524,Female,55,Cevahir AVM,Shoes,3,1800.51,Cash,5401.53
25-09-2022,I324853,C188497,Female,47,Istinye Park,Clothing,5,1500.4,Credit Card,7502.0
30-09-2021,I324854,C608186,Female,33,Mall of Istanbul,Food & Beverage,3,15.69,Debit Card,47.07
11-06-2021,I324855,C422622,Female,63,Kanyon,Books,2,30.3,Cash,60.6
03-05-2022,I324857,C277950,Female,51,Mall of Istanbul,Clothing,1,300.08,Debit Card,300.08
07-08-2022,I324860,C143103,Male,52,Istinye Park,Clothing,5,1500.4,Cash,7502.0
08-10-2021,I324867,C996007,Male,41,Metropol AVM,Cosmetics,1,40.66,Debit Card,40.66
29-03-2021,I324868,C140269,Female,45,Kanyon,Books,3,45.45,Debit Card,136.35000000000002
29-01-2023,I324871,C204955,Male,23,Mall of Istanbul,Clothing,2,600.16,Cash,1200.32
17-08-2021,I324872,C431273,Female,24,Mall of Istanbul,Toys,4,143.36,Credit Card,573.44
30-01-2023,I324873,C330812,Male,46,Kanyon,Clothing,1,300.08,Cash,300.08
02-04-2021,I324875,C151118,Male,24,Metropol AVM,Food & Beverage,5,26.15,Credit Card,130.75
10-03-2022,I324883,C109646,Female,52,Metrocity,Toys,2,71.68,Credit Card,143.36
14-12-2021,I324886,C202714,Female,46,Metropol AVM,Food & Beverage,4,20.92,Credit Card,83.68
29-10-2022,I324887,C998151,Female,26,Viaport Outlet,Clothing,2,600.16,Cash,1200.32
08-09-2021,I324888,C284786,Female,58,Forum Istanbul,Books,1,15.15,Credit Card,15.15
08-08-2022,I324889,C322544,Male,24,Emaar Square Mall,Clothing,2,600.16,Credit Card,1200.32
20-03-2021,I324892,C822079,Male,46,Kanyon,Cosmetics,4,162.64,Credit Card,650.56
07-08-2022,I324896,C247951,Male,21,Metrocity,Toys,2,71.68,Debit Card,143.36
17-12-2022,I324897,C276754,Female,67,Kanyon,Cosmetics,4,162.64,Cash,650.56
20-07-2022,I324898,C608898,Male,62,Kanyon,Shoes,3,1800.51,Cash,5401.53
04-06-2021,I324901,C330985,Female,31,Forum Istanbul,Clothing,1,300.08,Cash,300.08
17-09-2021,I324903,C910603,Male,32,Cevahir AVM,Clothing,2,600.16,Cash,1200.32
20-05-2022,I324907,C237599,Male,38,Istinye Park,Souvenir,1,11.73,Cash,11.73
12-06-2022,I324912,C294967,Female,52,Cevahir AVM,Toys,3,107.52,Cash,322.56
01-12-2022,I324913,C216798,Female,55,Metrocity,Cosmetics,2,81.32,Debit Card,162.64
31-08-2022,I324914,C164957,Female,56,Kanyon,Toys,4,143.36,Credit Card,573.44
14-01-2021,I324921,C257309,Male,64,Forum Istanbul,Cosmetics,3,121.98,Cash,365.94
26-08-2021,I324927,C955506,Female,67,Mall of Istanbul,Clothing,5,1500.4,Credit Card,7502.0
15-06-2022,I324931,C233187,Male,68,Forum Istanbul,Clothing,1,300.08,Credit Card,300.08
